census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,3,2755.8686,110234.74399999999,1,2013-01-01,excluded
170,4,447128.2337,15391791.0402,189,2013-01-01,excluded
170,5,8136.0356,94238.23210000001,5,2013-01-01,excluded
170,6,67259.431,2537093.1935,40,2013-01-01,excluded
170,7,271554.1759,7595657.9989,170,2013-01-01,excluded
170,8,12232.1737,489286.948,4,2013-01-01,excluded
180,2,288.3167,6919.6008,1,2013-01-01,excluded
180,3,245.3625,9814.5,1,2013-01-01,excluded
180,4,334909.4163,12471308.4958,172,2013-01-01,excluded
180,5,369.5719,14782.876,1,2013-01-01,excluded
180,6,33428.6731,1567795.2742,26,2013-01-01,excluded
180,7,390734.3772,15336607.9844,264,2013-01-01,excluded
180,8,26760.5446,1242932.024,13,2013-01-01,excluded
190,1,16032.167800000001,523815.3148,17,2013-01-01,excluded
190,2,2012.2265,80489.06,1,2013-01-01,excluded
190,4,12404.4467,519652.94200000004,4,2013-01-01,excluded
190,6,1651.2104,115584.728,1,2013-01-01,excluded
190,7,319.4261,7985.6525,1,2013-01-01,excluded
270,4,56980.987,2599641.7675,29,2013-01-01,excluded
270,6,16968.1547,928332.6995,9,2013-01-01,excluded
270,7,23079.5839,714721.1251000001,16,2013-01-01,excluded
280,4,14568.1333,613498.0116,10,2013-01-01,excluded
280,7,16578.1282,316177.043,20,2013-01-01,excluded
290,1,781.2116000000001,36419.128000000004,2,2013-01-01,excluded
290,3,2064.7605,12388.562999999998,1,2013-01-01,excluded
290,4,92418.7707,3700150.6611,38,2013-01-01,excluded
290,6,14235.8778,549855.7826,6,2013-01-01,excluded
290,7,32152.3998,978018.6844,17,2013-01-01,excluded
370,2,3333.7732,133350.928,1,2013-01-01,21
370,4,88119.0417,3895738.4134,40,2013-01-01,21
370,7,2484.7812,99391.24799999999,1,2013-01-01,21
380,4,72580.1596,3305806.6092,74,2013-01-01,21
390,4,47533.051400000004,2022536.5081,30,2013-01-01,21
470,4,86858.9404,3651432.4272,54,2013-01-01,21
490,4,593330.5575,30175843.0201,290,2013-01-01,21
