census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,2,1847.9556,73918.224,1,2020-05-01,excluded
170,3,4588.6566,55063.8792,1,2020-05-01,excluded
170,4,682704.0031,25808815.3867,210,2020-05-01,excluded
170,5,15678.1049,604984.8769999999,5,2020-05-01,excluded
170,6,114613.3654,5351211.0629,46,2020-05-01,excluded
170,7,340789.8245,13897303.8946,158,2020-05-01,excluded
170,8,18888.2063,481406.775,6,2020-05-01,excluded
180,1,10490.982,419639.28,1,2020-05-01,excluded
180,4,404137.5383,16542002.1567,150,2020-05-01,excluded
180,5,1277.8464,25044.748,2,2020-05-01,excluded
180,6,106662.4024,6115689.4706,46,2020-05-01,excluded
180,7,315164.7402,14068897.3253,173,2020-05-01,excluded
180,8,13961.9257,325161.5835,6,2020-05-01,excluded
190,1,30941.0873,1359768.9139999999,19,2020-05-01,excluded
190,2,11507.516800000001,551131.3400000001,2,2020-05-01,excluded
190,4,12879.3701,492119.9592,6,2020-05-01,excluded
190,6,1505.6225,30382.4748,2,2020-05-01,excluded
190,7,24844.1879,717781.6227,9,2020-05-01,excluded
270,4,39316.7611,1442150.5094,18,2020-05-01,excluded
270,6,8500.9765,499607.22900000005,3,2020-05-01,excluded
270,7,15477.495,322232.2141,8,2020-05-01,excluded
280,4,12994.4765,618611.3466,7,2020-05-01,excluded
280,6,15063.760900000001,627996.024,7,2020-05-01,excluded
280,7,45140.3483,1240077.4676,13,2020-05-01,excluded
290,2,10999.1354,487790.40800000005,3,2020-05-01,excluded
290,3,3471.9801,138879.204,1,2020-05-01,excluded
290,4,66273.2359,2629820.5842,22,2020-05-01,excluded
290,5,8644.199,345767.95999999996,2,2020-05-01,excluded
290,6,8372.0536,469278.858,2,2020-05-01,excluded
290,7,19356.8425,727845.03,8,2020-05-01,excluded
370,4,78054.3671,3371802.4442,30,2020-05-01,21
370,7,4255.996,212799.80000000002,1,2020-05-01,21
380,4,46811.2688,2287675.1128,36,2020-05-01,21
390,2,723.1113,28924.452,1,2020-05-01,21
390,4,36066.0096,1548154.405,14,2020-05-01,21
470,4,88460.8786,3929759.7771,36,2020-05-01,21
490,3,4240.7637,169630.548,1,2020-05-01,21
490,4,432233.2435,17795024.0199,170,2020-05-01,21
490,5,4498.6529,106250.85999999999,2,2020-05-01,21
490,6,14051.0032,381498.36,4,2020-05-01,21
490,7,3380.4617,95210.663,3,2020-05-01,21
570,1,29876.9647,1315501.6008,8,2020-05-01,22
570,2,25318.3677,1064823.8022,10,2020-05-01,22
570,3,23692.4971,843361.9752000001,7,2020-05-01,22
570,4,617443.6409,25307444.687599998,200,2020-05-01,22
570,5,16866.1774,639696.2651,14,2020-05-01,22
570,6,2695.0073,107800.29200000002,1,2020-05-01,22
580,3,2190.4532,87618.128,1,2020-05-01,22
580,4,84927.6211,3351151.8432,33,2020-05-01,22
580,5,4295.4716,171818.864,1,2020-05-01,22
590,2,4499.0353,179961.41199999998,1,2020-05-01,22
