census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,1,893.8387,16089.0966,1,2011-09-01,excluded
170,2,3417.4985,136699.94,1,2011-09-01,excluded
170,4,553443.7311,21605506.0126,254,2011-09-01,excluded
170,5,5896.8271,138156.22950000002,3,2011-09-01,excluded
170,6,62704.2236,3130169.0601,35,2011-09-01,excluded
170,7,306971.8317,11042162.7648,181,2011-09-01,excluded
170,8,18389.7399,976416.1714,10,2011-09-01,excluded
180,3,3098.1679,58460.8148,2,2011-09-01,excluded
180,4,415181.4911,17207984.479,223,2011-09-01,excluded
180,6,52023.2521,2293871.4038,47,2011-09-01,excluded
180,7,447100.5298,19126180.9945,309,2011-09-01,excluded
180,8,16557.8728,668251.0401999999,9,2011-09-01,excluded
190,1,28139.8321,1248062.8772,25,2011-09-01,excluded
190,2,4459.3657,178374.62800000003,2,2011-09-01,excluded
190,3,3471.249,0.0,1,2011-09-01,excluded
190,4,2365.1647,81556.268,2,2011-09-01,excluded
190,7,5379.0639,157460.8368,3,2011-09-01,excluded
270,4,51845.797,2002503.7343,31,2011-09-01,excluded
270,6,13084.9075,648826.112,7,2011-09-01,excluded
270,7,16706.0882,632157.3164,13,2011-09-01,excluded
270,8,330.7294,13229.176,1,2011-09-01,excluded
280,3,436.8445,17473.78,1,2011-09-01,excluded
280,4,27270.5858,1185322.0679000001,14,2011-09-01,excluded
280,5,285.992,14299.6,1,2011-09-01,excluded
280,6,10781.507,212482.1583,8,2011-09-01,excluded
280,7,28344.9879,1053325.9256,30,2011-09-01,excluded
290,3,8521.7081,365860.8481,2,2011-09-01,excluded
290,4,135383.4412,5668915.0863,56,2011-09-01,excluded
290,5,1045.3583,45900.883,2,2011-09-01,excluded
290,6,27921.204,1071526.3185,15,2011-09-01,excluded
290,7,30838.124,1140320.6877,16,2011-09-01,excluded
290,8,565.6388,11312.775999999998,1,2011-09-01,excluded
370,4,66857.9553,3309510.5816,38,2011-09-01,21
370,6,1505.5475,45166.424999999996,1,2011-09-01,21
380,4,126723.8923,6217400.8068,91,2011-09-01,21
390,4,33655.8565,1475819.4243,25,2011-09-01,21
390,6,254.8572,7645.716,1,2011-09-01,21
390,7,636.5419,31827.095,1,2011-09-01,21
470,4,51633.332200000004,2321906.6145,40,2011-09-01,21
470,6,1292.1255,79402.9918,2,2011-09-01,21
470,7,2287.7437999999997,83126.693,2,2011-09-01,21
480,4,19102.3036,727541.6244,11,2011-09-01,21
490,1,3090.9175,123636.7,1,2011-09-01,21
490,4,509374.8131,27042374.2457,261,2011-09-01,21
490,5,3636.2133000000003,135156.858,2,2011-09-01,21
490,6,15441.1579,767166.287,7,2011-09-01,21
490,7,9339.9405,460380.41229999997,5,2011-09-01,21
570,1,32399.6155,1470838.2641,14,2011-09-01,22
570,2,3555.5311,142221.244,1,2011-09-01,22
570,3,36594.3743,1446378.5541,17,2011-09-01,22
570,4,560408.6223,23481774.7896,252,2011-09-01,22
570,5,19359.0003,764908.6984,16,2011-09-01,22
