census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,2,1838.9484,102981.1104,1,2022-10-01,excluded
170,4,770419.22,31847556.5836,244,2022-10-01,excluded
170,5,12377.8,512023.5623,4,2022-10-01,excluded
170,6,130513.1521,4914980.1680000005,52,2022-10-01,excluded
170,7,367426.3359,14032029.2823,153,2022-10-01,excluded
170,8,21719.922599999998,561489.948,7,2022-10-01,excluded
180,1,11312.9996,362015.9872,2,2022-10-01,excluded
180,4,300685.3793,12946661.6024,126,2022-10-01,excluded
180,5,1543.6335,35611.6584,3,2022-10-01,excluded
180,6,80539.2019,3618894.1901,51,2022-10-01,excluded
180,7,285495.8687,12738859.1724,153,2022-10-01,excluded
180,8,1531.4675,68916.0375,1,2022-10-01,excluded
190,1,32281.9479,1244688.2286,15,2022-10-01,excluded
190,2,1503.8556,60154.224,1,2022-10-01,excluded
190,3,4412.6333,176505.33200000002,1,2022-10-01,excluded
190,4,13653.9378,686638.8176,4,2022-10-01,excluded
190,5,3401.6394,68032.788,1,2022-10-01,excluded
190,7,1784.7255,35694.51,1,2022-10-01,excluded
270,4,62934.7054,2934770.5605,26,2022-10-01,excluded
270,6,8732.255000000001,197321.88,6,2022-10-01,excluded
270,7,24554.623799999998,403025.5527,10,2022-10-01,excluded
280,1,1190.2364,38087.5648,1,2022-10-01,excluded
280,4,26253.0492,873261.5051,12,2022-10-01,excluded
280,5,621.2029,37272.174,1,2022-10-01,excluded
280,6,1738.883,91131.54800000001,2,2022-10-01,excluded
280,7,4598.8495,136787.4288,4,2022-10-01,excluded
290,1,1082.0072,34624.2304,1,2022-10-01,excluded
290,2,4741.4009,142242.027,1,2022-10-01,excluded
290,4,95918.9768,4059629.5264999997,31,2022-10-01,excluded
290,6,12132.7626,740232.942,4,2022-10-01,excluded
290,7,17334.035799999998,749285.6139,7,2022-10-01,excluded
370,4,59497.4853,2934350.4474,21,2022-10-01,21
380,4,28835.2817,1395684.0233,28,2022-10-01,21
390,4,25281.934,1193218.6975,14,2022-10-01,21
390,5,4873.039,341112.73,1,2022-10-01,21
390,7,587.3977,29369.885,1,2022-10-01,21
470,4,73445.6551,3078481.4617999997,27,2022-10-01,21
470,5,6358.4146,381504.876,1,2022-10-01,21
470,6,4550.4774,182019.096,1,2022-10-01,21
490,4,365197.97609999997,16957626.6948,148,2022-10-01,21
490,5,1626.0003,65040.011999999995,1,2022-10-01,21
490,6,12765.719,519860.546,6,2022-10-01,21
490,7,11405.4138,528645.0128,5,2022-10-01,21
570,1,9615.456600000001,218844.748,3,2022-10-01,22
570,2,18206.5799,727780.5518,7,2022-10-01,22
570,3,32988.784,1341320.8653,10,2022-10-01,22
570,4,595208.4415,23119411.7067,211,2022-10-01,22
570,5,34452.6057,1295405.9214,11,2022-10-01,22
580,4,133426.0093,5588775.3729,46,2022-10-01,22
580,7,1393.2127,1393.2127,1,2022-10-01,22
590,2,2910.4211999999998,70228.3078,2,2022-10-01,22
590,3,17896.1674,790464.994,6,2022-10-01,22
590,4,74837.9499,2831372.6453,19,2022-10-01,22
670,2,28907.0919,831792.2678,11,2022-10-01,22
670,3,129858.8514,4740161.2227,36,2022-10-01,22
670,4,114762.1622,4654537.8331,38,2022-10-01,22
