census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,2,5168.736999999999,206749.47999999998,2,2025-05-01,excluded
170,4,724326.1404,27873006.1402,209,2025-05-01,excluded
170,5,2520.2478,87653.5316,4,2025-05-01,excluded
170,6,71545.4791,3038264.6638,38,2025-05-01,excluded
170,7,234079.9703,8476833.1799,107,2025-05-01,excluded
170,8,9572.943,204909.0471,6,2025-05-01,excluded
180,4,321389.35970000003,13223045.2977,120,2025-05-01,excluded
180,5,5403.8648,208505.664,2,2025-05-01,excluded
180,6,64163.2977,2879081.8484,43,2025-05-01,excluded
180,7,321831.2579,13407100.8925,149,2025-05-01,excluded
180,8,24862.6514,739009.5941999999,8,2025-05-01,excluded
190,1,25361.1123,963047.5546,10,2025-05-01,excluded
190,4,15005.6538,349190.1334,5,2025-05-01,excluded
190,6,3492.2277,143181.3357,1,2025-05-01,excluded
190,7,12037.9224,213173.7753,5,2025-05-01,excluded
270,1,1054.9756,0.0,1,2025-05-01,excluded
270,4,48424.2109,1858864.0914,21,2025-05-01,excluded
270,6,3523.8676,146206.968,3,2025-05-01,excluded
270,7,15905.0111,640907.508,6,2025-05-01,excluded
270,8,1753.6447,26304.6705,1,2025-05-01,excluded
280,2,4131.1598,165246.39200000002,1,2025-05-01,excluded
280,4,2699.8187,52045.2766,2,2025-05-01,excluded
280,6,587.5906,23503.624,1,2025-05-01,excluded
280,7,13900.352499999999,700847.176,5,2025-05-01,excluded
290,1,4284.7945,59702.44560000001,2,2025-05-01,excluded
290,3,623.7804,15594.51,1,2025-05-01,excluded
290,4,72394.8479,3199818.1787,18,2025-05-01,excluded
290,5,7999.6248,319984.99199999997,2,2025-05-01,excluded
290,6,17029.8823,957793.7690000001,5,2025-05-01,excluded
290,7,44929.1468,2298068.5335,15,2025-05-01,excluded
290,8,3192.4044,127696.17599999999,1,2025-05-01,excluded
370,2,3830.8234,321789.1656,1,2025-05-01,21
370,4,53605.7294,2181008.7871,21,2025-05-01,21
370,7,1317.0506,110632.2504,1,2025-05-01,21
380,4,36939.3095,1352805.0452,31,2025-05-01,21
390,4,11828.9053,498690.3554,10,2025-05-01,21
470,4,64151.0575,2465765.7466,25,2025-05-01,21
470,7,719.9327,28797.307999999997,1,2025-05-01,21
480,4,11486.055999999999,357688.92199999996,6,2025-05-01,21
