census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,2,1307.7727,20924.3632,1,2008-12-01,excluded
170,4,440417.4866,15616144.6174,181,2008-12-01,excluded
170,5,4081.9682,183688.569,1,2008-12-01,excluded
170,6,51904.139,2124399.2764,37,2008-12-01,excluded
170,7,317851.6316,11193300.2425,190,2008-12-01,excluded
170,8,8382.0452,222899.33959999998,5,2008-12-01,excluded
180,1,670.5638,40233.828,1,2008-12-01,excluded
180,2,3387.0357,135481.42799999999,1,2008-12-01,excluded
180,4,331418.803,13734860.5743,173,2008-12-01,excluded
180,5,5536.4838,214249.28040000002,5,2008-12-01,excluded
180,6,81762.8877,4279543.9096,52,2008-12-01,excluded
180,7,456656.0709,18667207.6616,287,2008-12-01,excluded
180,8,14966.890800000001,543802.5152,9,2008-12-01,excluded
190,1,20309.729199999998,759054.9521999999,13,2008-12-01,excluded
190,2,4190.6656,161604.99680000002,3,2008-12-01,excluded
190,3,2532.6092,101304.36799999999,1,2008-12-01,excluded
190,4,3359.022,57484.3775,2,2008-12-01,excluded
190,7,8325.8929,94665.208,3,2008-12-01,excluded
270,3,421.7692,10544.23,1,2008-12-01,excluded
270,4,61107.9064,2497562.2435,33,2008-12-01,excluded
270,6,9784.7471,255043.1635,6,2008-12-01,excluded
270,7,45022.0879,1166354.533,31,2008-12-01,excluded
280,1,7287.2842,379820.87360000005,3,2008-12-01,excluded
280,4,11767.5085,715965.552,3,2008-12-01,excluded
280,6,7327.533100000001,555257.504,3,2008-12-01,excluded
280,7,21103.4384,558685.4848,25,2008-12-01,excluded
290,1,2930.2436,117209.74399999999,1,2008-12-01,excluded
290,3,4049.8920999999996,154171.44400000002,3,2008-12-01,excluded
290,4,83768.6281,3227326.8841,34,2008-12-01,excluded
290,5,1580.2301,71110.3545,1,2008-12-01,excluded
290,6,20617.2659,733199.9682,7,2008-12-01,excluded
290,7,34305.4016,1245542.4577,19,2008-12-01,excluded
370,1,3067.4147,122696.58799999999,1,2008-12-01,21
370,4,80447.6911,3658381.9688,39,2008-12-01,21
380,4,130996.44009999999,5941478.703,104,2008-12-01,21
390,4,55973.090899999996,2382226.7037,28,2008-12-01,21
470,4,80759.2343,3635789.5529,54,2008-12-01,21
470,6,6984.632,307615.59099999996,4,2008-12-01,21
480,4,7788.8949,350192.792,5,2008-12-01,21
490,1,2451.5615,99834.698,2,2008-12-01,21
490,4,458647.1192,22826525.3425,256,2008-12-01,21
490,6,15594.2253,530356.2215,10,2008-12-01,21
490,7,12328.8521,382959.3748,7,2008-12-01,21
570,1,20231.0574,676421.6159,10,2008-12-01,22
570,2,9966.2199,398648.796,5,2008-12-01,22
570,3,47619.0699,1811316.279,25,2008-12-01,22
570,4,536066.2307,22406799.926,256,2008-12-01,22
570,5,35124.0553,1521288.7586,16,2008-12-01,22
580,3,2666.9439,106677.75600000001,1,2008-12-01,22
580,4,103775.8804,4265392.8545,49,2008-12-01,22
590,1,3102.0218,124080.872,1,2008-12-01,22
590,3,20732.0432,934718.8755000001,5,2008-12-01,22
590,4,70087.4151,3003981.6178,30,2008-12-01,22
590,5,3141.6736,125666.944,1,2008-12-01,22
670,2,10589.954600000001,390550.2624,7,2008-12-01,22
670,3,154788.2072,6061146.7349,64,2008-12-01,22
670,4,94062.0824,3595496.9638,42,2008-12-01,22
670,5,9043.8922,361755.68799999997,4,2008-12-01,22
680,2,7146.6466,233507.125,2,2008-12-01,22
680,3,77171.1517,2870865.0947,37,2008-12-01,22
680,4,20143.9875,775107.7484,8,2008-12-01,22
680,5,2668.6249,106744.99599999998,1,2008-12-01,22
690,3,4845.4141,188725.1752,3,2008-12-01,22
690,4,19417.9113,875089.7436,9,2008-12-01,22
770,1,61836.895000000004,2525256.4924000003,29,2008-12-01,23
770,2,134527.835,5328239.9995,81,2008-12-01,23
770,3,270477.6687,11032563.4884,135,2008-12-01,23
770,4,7062723.4182,263524798.8799,2899,2008-12-01,23
770,5,46460.9545,1739291.6918000001,17,2008-12-01,23
770,6,882865.6928,32991626.8612,425,2008-12-01,23
770,7,1692530.9456,48105290.3484,794,2008-12-01,23
770,8,3520.1012,61295.298800000004,3,2008-12-01,23
1070,4,159855.3753,6508997.0585,86,2008-12-01,31-33
1070,7,271.9297,9517.5395,1,2008-12-01,31-33
1070,8,2669.2511,93423.7885,1,2008-12-01,31-33
1080,4,76028.1299,3120489.2835,42,2008-12-01,31-33
1090,4,158737.8838,6168836.2301,72,2008-12-01,31-33
1090,6,612.0875,30604.375,1,2008-12-01,31-33
1170,4,115198.5524,5116418.4492,58,2008-12-01,31-33
1180,4,438453.192,16838817.3471,195,2008-12-01,31-33
1180,6,3392.1986,149517.236,3,2008-12-01,31-33
1190,4,144645.7184,5434148.0119,61,2008-12-01,31-33
1190,6,8056.1028,330495.314,5,2008-12-01,31-33
1190,7,13359.604899999998,686878.3275,4,2008-12-01,31-33
1270,4,189775.4219,7502230.4553,80,2008-12-01,31-33
1270,8,4539.0956,90781.912,1,2008-12-01,31-33
1280,4,154620.7796,6637201.3656,70,2008-12-01,31-33
1280,6,2082.4029,166592.23200000002,1,2008-12-01,31-33
1290,4,11380.653,455226.12,4,2008-12-01,31-33
1370,4,203173.5774,8498222.9787,80,2008-12-01,31-33
1370,5,1122.5502,44902.007999999994,1,2008-12-01,31-33
1370,6,3078.5616,123142.464,1,2008-12-01,31-33
1370,7,3249.0066,162450.33000000002,1,2008-12-01,31-33
1390,4,31968.7837,1317294.6182,11,2008-12-01,31-33
1470,4,20347.6761,754198.7845000001,7,2008-12-01,31-33
1480,4,97874.2825,3179816.3992,40,2008-12-01,31-33
1480,5,6953.717,206764.50400000002,3,2008-12-01,31-33
1480,6,4138.8844,165555.376,1,2008-12-01,31-33
1490,4,17151.2507,688478.1185,9,2008-12-01,31-33
1490,6,877.0237,57006.540499999996,1,2008-12-01,31-33
1490,7,3127.5256,250202.048,1,2008-12-01,31-33
1570,4,43670.1002,1816029.3127,16,2008-12-01,31-33
1590,4,69892.0499,2619465.4231,27,2008-12-01,31-33
1590,6,8375.1969,352723.848,3,2008-12-01,31-33
1590,7,18445.1928,734080.53,10,2008-12-01,31-33
1590,8,3031.1704,60623.407999999996,1,2008-12-01,31-33
1670,4,9194.6815,254433.53519999998,5,2008-12-01,31-33
1670,6,643.561,12871.220000000001,1,2008-12-01,31-33
1670,7,3623.1616,54347.424,1,2008-12-01,31-33
1680,4,258762.1561,9635555.3046,94,2008-12-01,31-33
1680,7,12714.4684,37902.577999999994,6,2008-12-01,31-33
1690,4,15265.8778,497442.7807,6,2008-12-01,31-33
1770,4,20410.5115,680564.9058000001,10,2008-12-01,31-33
1790,4,13119.9631,499371.8743,8,2008-12-01,31-33
1790,6,981.7171,19634.342,1,2008-12-01,31-33
1790,7,3258.2504,228077.528,1,2008-12-01,31-33
1870,4,177768.4276,7548053.4039,83,2008-12-01,31-33
1870,6,3306.7175,132268.7,1,2008-12-01,31-33
1880,4,88719.5049,3462452.332,37,2008-12-01,31-33
1880,7,2409.3956,48187.912,1,2008-12-01,31-33
1890,4,58342.9044,2307353.2593,25,2008-12-01,31-33
1990,1,402.7297,12484.6207,1,2008-12-01,31-33
1990,3,3134.1643,0.0,1,2008-12-01,31-33
1990,4,502234.0921,19439573.0895,216,2008-12-01,31-33
1990,5,2129.2601,51102.2424,1,2008-12-01,31-33
1990,6,19550.0341,1019246.9839999999,10,2008-12-01,31-33
1990,7,18406.2356,566169.6586,11,2008-12-01,31-33
2070,4,142335.9336,6534030.1108,63,2008-12-01,31-33
2070,6,1237.8919,49515.67600000001,1,2008-12-01,31-33
2090,4,15356.6123,336779.5224,6,2008-12-01,31-33
2090,6,2282.9839,91319.356,1,2008-12-01,31-33
2170,3,3128.6397,137660.14680000002,1,2008-12-01,31-33
2170,4,177772.5707,7010831.8435,79,2008-12-01,31-33
2170,6,5590.0126,188816.526,3,2008-12-01,31-33
2180,4,26970.172300000002,1112842.6643,17,2008-12-01,31-33
2180,6,1176.8473,23536.945999999996,1,2008-12-01,31-33
2190,4,387616.669,15921629.5271,165,2008-12-01,31-33
2190,5,2784.0298,125281.34099999999,1,2008-12-01,31-33
2190,6,3355.3429,104606.913,2,2008-12-01,31-33
2270,4,69119.9055,2708082.7103999997,27,2008-12-01,31-33
2280,4,109920.903,4261836.2502999995,46,2008-12-01,31-33
2280,6,5080.1176,256265.19199999998,2,2008-12-01,31-33
2280,7,2014.4018,80576.072,1,2008-12-01,31-33
2290,1,7776.7016,326369.49439999997,2,2008-12-01,31-33
2290,4,392078.4571,15743141.195,156,2008-12-01,31-33
2290,6,3753.5405,183923.4845,1,2008-12-01,31-33
2370,4,275050.9736,11475842.6592,125,2008-12-01,31-33
2370,6,6621.0785,275522.005,2,2008-12-01,31-33
2370,7,4894.073,218527.987,2,2008-12-01,31-33
2380,4,58583.2275,2092146.4474,22,2008-12-01,31-33
2390,4,83287.9853,3284324.519,30,2008-12-01,31-33
2470,4,21807.7385,842148.8345,12,2008-12-01,31-33
2470,7,3262.0072,123692.61280000002,3,2008-12-01,31-33
2480,4,43196.6353,1891979.4893999998,18,2008-12-01,31-33
2490,1,3603.4752,144139.008,1,2008-12-01,31-33
2490,4,115949.1365,4526656.1612,45,2008-12-01,31-33
2490,6,9132.0923,396893.4215,3,2008-12-01,31-33
2490,7,5090.9496,262804.3755,3,2008-12-01,31-33
2570,2,2244.9747,56124.36750000001,1,2008-12-01,31-33
2570,4,151172.4669,6119274.0778,68,2008-12-01,31-33
2570,6,5300.7318,229124.4,2,2008-12-01,31-33
2570,7,3148.4401000000003,125937.604,2,2008-12-01,31-33
2590,4,67620.0871,2655020.2872,34,2008-12-01,31-33
2590,6,5525.8678,237858.5795,4,2008-12-01,31-33
2670,3,812.0668,32482.672,1,2008-12-01,31-33
2670,4,302937.7213,12405880.939,122,2008-12-01,31-33
2670,5,319.3136,12772.544,1,2008-12-01,31-33
2670,6,7762.9494,368002.40400000004,3,2008-12-01,31-33
2670,7,1327.1383,74319.7448,1,2008-12-01,31-33
2680,4,66960.0902,2595144.0822,29,2008-12-01,31-33
2680,6,3196.5823,223760.761,1,2008-12-01,31-33
2690,4,88293.1814,3321048.0129,29,2008-12-01,31-33
2690,6,3412.1238,136484.952,1,2008-12-01,31-33
2770,4,69888.1432,2786740.4355,28,2008-12-01,31-33
2780,4,54368.5173,2248914.3024,22,2008-12-01,31-33
2790,4,39233.3389,1624474.5795,17,2008-12-01,31-33
2790,6,3416.5655,136662.62,1,2008-12-01,31-33
2870,3,460.7569,26723.9002,1,2008-12-01,31-33
2870,4,337197.4164,13459222.4111,149,2008-12-01,31-33
2870,6,12698.7928,436504.496,4,2008-12-01,31-33
2870,7,6533.4514,187752.078,3,2008-12-01,31-33
2880,4,292664.6517,11949930.2912,131,2008-12-01,31-33
2880,6,13696.5318,576494.0596,7,2008-12-01,31-33
2880,7,6971.5174,192217.17950000003,4,2008-12-01,31-33
2890,4,89481.9908,3512748.0651,35,2008-12-01,31-33
2890,6,3701.2647,148050.58800000002,1,2008-12-01,31-33
2970,3,2881.6622,100858.17700000001,1,2008-12-01,31-33
2970,4,31825.9419,1396025.3909,16,2008-12-01,31-33
2970,6,1237.9185,41082.225000000006,2,2008-12-01,31-33
2980,4,299315.4704,11956045.4063,128,2008-12-01,31-33
2980,6,10464.1934,340461.8095,4,2008-12-01,31-33
2980,7,843.5726999999999,20057.979,2,2008-12-01,31-33
2990,4,6860.326999999999,355173.60919999995,3,2008-12-01,31-33
3070,4,119851.3066,4821361.872,73,2008-12-01,31-33
3070,6,1644.8758,131590.064,1,2008-12-01,31-33
3080,4,181902.9944,7637086.5686,77,2008-12-01,31-33
3080,6,291.9937,14307.691299999999,1,2008-12-01,31-33
3090,4,93361.2777,4172688.4769,40,2008-12-01,31-33
3170,1,2797.2652,111890.608,1,2008-12-01,31-33
3170,4,187513.7501,7640956.2535,74,2008-12-01,31-33
3170,5,294.8834,11795.336,1,2008-12-01,31-33
3170,6,7806.3038,374800.12,4,2008-12-01,31-33
3170,7,3539.2467,186667.6785,2,2008-12-01,31-33
3180,4,70466.467,2867430.9037,31,2008-12-01,31-33
3180,6,414.2019,33136.152,1,2008-12-01,31-33
3190,1,4876.3814999999995,195055.26,2,2008-12-01,31-33
3190,4,591544.0196,24065798.9342,244,2008-12-01,31-33
3190,5,2630.5493,144680.2115,1,2008-12-01,31-33
3190,6,10653.2423,386168.9328,4,2008-12-01,31-33
3190,7,6531.7771999999995,279971.3375,3,2008-12-01,31-33
3290,4,7414.1755,348972.2125,3,2008-12-01,31-33
3360,4,307350.4573,13254986.498,128,2008-12-01,31-33
3360,7,1320.1624,52806.496,1,2008-12-01,31-33
3370,4,152746.3899,5937006.5328,60,2008-12-01,31-33
3370,5,1864.1502,74566.008,1,2008-12-01,31-33
3370,6,4374.6715,218733.575,1,2008-12-01,31-33
3370,7,460.7569,0.0,1,2008-12-01,31-33
3380,2,438.3722,16219.771400000001,1,2008-12-01,31-33
3380,4,222723.7742,9544521.48,99,2008-12-01,31-33
3380,6,3912.7654,225368.896,2,2008-12-01,31-33
3390,3,2341.4572,93658.288,1,2008-12-01,31-33
3390,4,638664.2112,25972399.421099998,280,2008-12-01,31-33
3390,6,9788.1581,399769.681,5,2008-12-01,31-33
3390,7,6599.3804,294193.56299999997,2,2008-12-01,31-33
3470,3,1429.9344,57197.376000000004,1,2008-12-01,31-33
3470,4,81114.4405,3418054.2936,32,2008-12-01,31-33
3490,4,395551.5172,15992848.264,171,2008-12-01,31-33
3490,5,769.4757,30779.028,1,2008-12-01,31-33
3490,6,10308.4914,488929.7166,4,2008-12-01,31-33
3490,7,5435.3917,217415.668,3,2008-12-01,31-33
3570,4,1077892.4756,42770905.6084,390,2008-12-01,31-33
3570,5,3050.5746,122022.984,1,2008-12-01,31-33
3570,6,20793.5703,892984.7473,8,2008-12-01,31-33
3570,7,8021.1067,222329.9481,2,2008-12-01,31-33
3580,1,7718.2757,371863.5464,3,2008-12-01,31-33
3580,2,2870.5318,114821.27200000001,1,2008-12-01,31-33
3580,4,349479.6215,14160886.8635,168,2008-12-01,31-33
3580,5,3063.7178,122548.712,1,2008-12-01,31-33
3590,1,16163.8703,646554.8119999999,6,2008-12-01,31-33
3590,4,454249.467,19605689.1235,169,2008-12-01,31-33
3590,6,6320.8789,297315.32050000003,4,2008-12-01,31-33
3670,1,1031.9875,41279.5,1,2008-12-01,31-33
3670,4,18885.487,806942.4922,10,2008-12-01,31-33
3680,1,25974.877200000003,1009711.2002000001,18,2008-12-01,31-33
3680,4,142733.3674,5662194.3175,77,2008-12-01,31-33
3680,5,1306.2651,52250.60400000001,1,2008-12-01,31-33
3680,6,1989.9979,129349.8635,1,2008-12-01,31-33
3680,7,370.9265,1483.706,1,2008-12-01,31-33
3690,4,43950.2315,1391599.8965999999,20,2008-12-01,31-33
3690,7,829.3473,35528.8365,2,2008-12-01,31-33
3770,4,113680.5806,4082389.3759,51,2008-12-01,31-33
3770,6,304.6022,12184.088,1,2008-12-01,31-33
3770,7,1187.2626,35617.878,1,2008-12-01,31-33
3780,4,39404.3479,1586386.7012,15,2008-12-01,31-33
3780,6,2543.6455,76309.365,1,2008-12-01,31-33
3790,4,50513.9174,2152951.0245,24,2008-12-01,31-33
3790,6,2989.8117,2989.8117,1,2008-12-01,31-33
3870,4,253351.5206,9356748.8328,103,2008-12-01,31-33
3870,5,2102.5809,25230.9708,1,2008-12-01,31-33
3870,6,10590.708200000001,406764.8561,7,2008-12-01,31-33
3870,7,20835.1104,771321.135,10,2008-12-01,31-33
3890,4,495737.5914,19071507.5981,198,2008-12-01,31-33
3890,6,23870.5393,956057.9503,8,2008-12-01,31-33
3890,7,39069.4757,1287235.0219999999,15,2008-12-01,31-33
3960,1,4484.962,179398.48,1,2008-12-01,31-33
3960,2,3208.0142,128320.568,1,2008-12-01,31-33
3960,4,524381.7118,21355187.9229,227,2008-12-01,31-33
3960,6,30852.4667,1339089.2290999999,13,2008-12-01,31-33
3960,7,10179.5141,460587.688,5,2008-12-01,31-33
3970,4,145580.4639,5262896.6959,62,2008-12-01,31-33
3970,6,8615.7899,344631.596,3,2008-12-01,31-33
3970,7,9875.6799,382166.05449999997,5,2008-12-01,31-33
3980,1,3567.5353,142701.412,2,2008-12-01,31-33
3980,3,2944.2581,0.0,1,2008-12-01,31-33
3980,4,367892.7579,14936886.4972,166,2008-12-01,31-33
3980,5,14278.7633,535115.7419,6,2008-12-01,31-33
3980,6,20534.2849,789399.859,11,2008-12-01,31-33
3980,7,42818.2957,1284253.6794999999,19,2008-12-01,31-33
3990,2,3479.2509,130331.33600000001,3,2008-12-01,31-33
3990,3,7724.741599999999,240126.96499999997,2,2008-12-01,31-33
3990,4,123044.8135,4751818.4594,44,2008-12-01,31-33
3990,5,9685.3841,122505.1848,4,2008-12-01,31-33
3990,6,277.8971,22231.768000000004,1,2008-12-01,31-33
3990,7,5932.008,251769.0375,2,2008-12-01,31-33
4070,4,228082.4432,9184269.6567,84,2008-12-01,42
4070,6,14212.8811,528948.2927,6,2008-12-01,42
4070,7,3990.803,247226.696,2,2008-12-01,42
4080,4,67963.692,2754276.4321,24,2008-12-01,42
4080,6,13566.9763,421360.2485,6,2008-12-01,42
4080,7,1649.4866,0.0,1,2008-12-01,42
4090,4,180719.8311,6985424.1896,80,2008-12-01,42
4090,6,12603.8501,632594.9484,6,2008-12-01,42
4090,7,2266.0597,101972.6865,1,2008-12-01,42
4170,4,307177.6789,12634929.0932,133,2008-12-01,42
4170,6,23861.6416,1078467.9692,9,2008-12-01,42
4170,7,16237.3701,737916.9975,6,2008-12-01,42
4180,4,54564.1411,2176809.943,25,2008-12-01,42
4180,6,12899.5069,638992.233,4,2008-12-01,42
4180,7,3261.4366,130457.464,1,2008-12-01,42
4190,4,168041.4515,6806580.2566,71,2008-12-01,42
4190,5,497.1409,29828.453999999998,1,2008-12-01,42
4190,6,23049.1044,992090.8535,10,2008-12-01,42
4190,7,15698.931700000001,621668.341,5,2008-12-01,42
4260,4,137425.9405,5275179.0858000005,61,2008-12-01,42
4260,6,8737.5193,477209.943,3,2008-12-01,42
4260,7,4136.8975,110025.551,2,2008-12-01,42
4270,1,2704.3673999999996,108174.696,2,2008-12-01,42
4270,4,376137.5189,15322339.861,170,2008-12-01,42
4270,6,32371.7624,1296521.1998,12,2008-12-01,42
4270,7,8176.4895,381400.524,3,2008-12-01,42
4280,4,58226.6828,2075927.5504,28,2008-12-01,42
4280,6,12924.7265,502932.204,5,2008-12-01,42
4280,7,26979.6718,737227.564,13,2008-12-01,42
4290,4,83778.7213,3197298.9316,38,2008-12-01,42
4290,5,7596.936,372395.29600000003,2,2008-12-01,42
4290,6,9473.1718,336921.858,3,2008-12-01,42
4290,7,19638.7329,624226.8414,10,2008-12-01,42
4370,4,51022.6182,2136907.7391,24,2008-12-01,42
4370,6,3817.8849,176983.669,2,2008-12-01,42
4370,7,5571.118,91793.096,2,2008-12-01,42
4380,4,223273.2606,9279248.1145,91,2008-12-01,42
4380,6,2151.9778,129118.668,1,2008-12-01,42
4380,7,9640.4771,285511.9555,3,2008-12-01,42
4390,4,92527.3754,3765994.692,33,2008-12-01,42
4390,6,32985.137,1240137.3429,12,2008-12-01,42
4390,7,5537.1903,117807.3688,2,2008-12-01,42
4470,1,3608.3878999999997,47874.362,2,2008-12-01,42
4470,3,3673.0387,146921.548,1,2008-12-01,42
4470,4,758498.7075,31112479.6467,326,2008-12-01,42
4470,6,18773.8829,1006904.4944999999,10,2008-12-01,42
4470,7,40393.8726,1346357.6855000001,13,2008-12-01,42
4480,2,435.2806,17411.224,1,2008-12-01,42
4480,4,76018.5037,3100218.4009000002,41,2008-12-01,42
4480,6,1107.0745,55353.725,1,2008-12-01,42
4480,7,3877.1126,193855.63,2,2008-12-01,42
4490,4,150429.2162,6334495.3661,68,2008-12-01,42
4490,6,13300.9522,272350.9078,6,2008-12-01,42
4490,7,4847.7506,86764.3506,3,2008-12-01,42
4560,4,161555.49420000002,6703830.1918,63,2008-12-01,42
4560,6,9186.475699999999,275927.2855,3,2008-12-01,42
4560,7,5977.3223,143724.7448,2,2008-12-01,42
4570,4,35904.6523,1421804.1206,23,2008-12-01,42
4570,7,3015.0482,120601.92800000001,1,2008-12-01,42
4580,2,1293.3454,25866.908,1,2008-12-01,42
4580,4,130092.0382,5183696.6207,58,2008-12-01,42
4580,6,12802.9076,571104.99,7,2008-12-01,42
4580,7,20015.0114,768276.4336999999,9,2008-12-01,42
4585,4,64554.930199999995,2393844.8467,23,2008-12-01,42
4585,6,13969.2478,704949.4925,4,2008-12-01,42
4585,7,872.7002,42048.688,2,2008-12-01,42
4590,4,41107.7051,1796516.8084,19,2008-12-01,42
4590,6,5445.5177,218784.241,4,2008-12-01,42
