census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,4,549576.3476,22230001.3769,259,2008-08-01,excluded
170,5,5521.9418,133176.2675,4,2008-08-01,excluded
170,6,75407.8078,3259661.6716,51,2008-08-01,excluded
170,7,409771.2736,16414409.4317,250,2008-08-01,excluded
170,8,20077.8848,538648.1455999999,10,2008-08-01,excluded
180,4,418345.6982,16351419.96,240,2008-08-01,excluded
180,5,13830.242600000001,648204.5700000001,6,2008-08-01,excluded
180,6,67480.2905,3456427.6563,52,2008-08-01,excluded
180,7,346105.4669,14616352.8119,279,2008-08-01,excluded
180,8,10448.3771,419471.692,8,2008-08-01,excluded
190,1,52954.2337,2213295.1512,35,2008-08-01,excluded
190,2,7306.8674,263898.0305,4,2008-08-01,excluded
190,3,2643.2083,42291.3328,1,2008-08-01,excluded
190,4,7666.6134999999995,289233.33900000004,4,2008-08-01,excluded
190,6,3032.9556,103741.9525,2,2008-08-01,excluded
190,7,11555.4562,241166.67799999999,5,2008-08-01,excluded
270,4,48455.2532,2130927.8933,29,2008-08-01,excluded
270,6,6076.1619,151913.0485,4,2008-08-01,excluded
270,7,21116.4523,766360.769,17,2008-08-01,excluded
280,1,1878.694,75147.76,1,2008-08-01,excluded
280,2,710.4593,28418.372,1,2008-08-01,excluded
280,4,27067.966099999998,1276535.4760999999,20,2008-08-01,excluded
280,6,10542.678,579162.8602,6,2008-08-01,excluded
280,7,20376.8667,794698.1494,19,2008-08-01,excluded
290,2,2796.5486,0.0,1,2008-08-01,excluded
290,3,4085.0357,199471.5962,3,2008-08-01,excluded
290,4,110177.4048,4195166.7778,47,2008-08-01,excluded
290,6,3736.3446999999996,145500.315,4,2008-08-01,excluded
290,7,40886.4886,1574967.6069,18,2008-08-01,excluded
290,8,2073.0095,145110.665,1,2008-08-01,excluded
370,4,72104.8888,3335825.4307,40,2008-08-01,21
370,6,4060.7560000000003,228962.8838,2,2008-08-01,21
380,4,101865.6058,4841540.3931,83,2008-08-01,21
380,7,2486.82,124341.00000000001,1,2008-08-01,21
390,4,28597.094,1215909.0322,15,2008-08-01,21
470,4,89133.6688,3925792.1558,55,2008-08-01,21
470,6,1309.8176,67015.736,3,2008-08-01,21
480,4,2046.4399,88089.182,2,2008-08-01,21
490,4,555800.4121,26746809.3847,276,2008-08-01,21
490,6,21460.7024,918442.6407,12,2008-08-01,21
490,7,7575.5081,400796.1665,6,2008-08-01,21
570,1,25482.3624,998850.7398,12,2008-08-01,22
570,2,4303.5091,172140.364,4,2008-08-01,22
570,3,22851.0291,865611.5648,11,2008-08-01,22
570,4,547000.0971,21808476.2125,260,2008-08-01,22
570,5,16095.9562,523125.6812,8,2008-08-01,22
580,2,862.3476,9994.688,2,2008-08-01,22
580,4,115495.5221,4491853.0924,48,2008-08-01,22
590,3,15580.542599999999,754471.3785,7,2008-08-01,22
590,4,57382.8272,1969185.3351,23,2008-08-01,22
590,5,4722.2725,198685.3972,2,2008-08-01,22
670,2,15161.424,683489.9233,7,2008-08-01,22
670,3,131209.8342,4978328.7673,62,2008-08-01,22
670,4,92787.6972,3448044.6315,41,2008-08-01,22
670,5,7822.9312,313503.16849999997,5,2008-08-01,22
680,3,84354.1501,3418763.9331,42,2008-08-01,22
680,4,21445.282900000002,764465.9774,10,2008-08-01,22
680,5,381.2732,12200.7424,1,2008-08-01,22
690,2,3012.3798,120495.19200000001,1,2008-08-01,22
690,3,6081.5942,242791.0694,4,2008-08-01,22
690,4,16008.6225,631113.1092,7,2008-08-01,22
770,1,31781.9459,1338134.1176,17,2008-08-01,23
770,2,168179.778,6106643.4363,92,2008-08-01,23
770,3,262987.4777,10042004.141,127,2008-08-01,23
770,4,8061627.4535,311644983.222,3487,2008-08-01,23
770,5,49825.6056,1869044.165,24,2008-08-01,23
770,6,1026948.216,40220760.3296,479,2008-08-01,23
770,7,1839525.7347,60256254.5841,860,2008-08-01,23
770,8,19663.1506,465141.7572,10,2008-08-01,23
1070,4,147649.8451,5965759.1305,74,2008-08-01,31-33
1070,6,2182.7065000000002,120621.599,2,2008-08-01,31-33
1080,4,64935.1155,2763302.6174,34,2008-08-01,31-33
1080,7,457.6379,13729.137,1,2008-08-01,31-33
1090,3,905.3635,22634.0875,1,2008-08-01,31-33
1090,4,162438.6784,6085546.1086,73,2008-08-01,31-33
1090,6,2340.4772,75165.079,2,2008-08-01,31-33
1170,4,135966.6104,5481995.7782,64,2008-08-01,31-33
1170,6,3977.1366,203311.4432,2,2008-08-01,31-33
1170,7,3923.5717,156942.868,1,2008-08-01,31-33
1180,2,2304.8535,57621.3375,1,2008-08-01,31-33
1180,4,525360.9248,20002044.532,260,2008-08-01,31-33
1180,6,9658.2187,410811.337,3,2008-08-01,31-33
1180,7,5443.2357,372323.06399999995,3,2008-08-01,31-33
1190,4,146920.9697,4480590.6422,58,2008-08-01,31-33
1190,6,10379.650099999999,545454.776,3,2008-08-01,31-33
1190,7,11833.4415,845466.7282,7,2008-08-01,31-33
1270,4,216887.444,8382089.8225,85,2008-08-01,31-33
1270,6,6410.9866,373322.56000000006,2,2008-08-01,31-33
1270,7,5173.1611,121824.19200000001,2,2008-08-01,31-33
1280,3,3840.2172,153608.688,1,2008-08-01,31-33
