census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,3,752.4924,30099.696,1,2016-04-01,excluded
170,4,655975.0636,28163081.0786,265,2016-04-01,excluded
170,5,7417.8257,231079.76400000002,6,2016-04-01,excluded
170,6,98119.3132,3981218.9573999997,52,2016-04-01,excluded
170,7,385078.6009,15248326.9998,205,2016-04-01,excluded
170,8,8468.3791,409147.8365,4,2016-04-01,excluded
180,4,458300.1594,19705648.1762,206,2016-04-01,excluded
180,5,11381.3798,432732.0441,4,2016-04-01,excluded
180,6,61756.8889,3248493.7149,34,2016-04-01,excluded
180,7,389237.6671,16028264.8097,245,2016-04-01,excluded
180,8,9233.6835,512180.566,7,2016-04-01,excluded
190,1,41681.3464,1823874.8595,28,2016-04-01,excluded
190,2,13537.3485,485626.7344,5,2016-04-01,excluded
190,3,6930.3626,283364.1992,3,2016-04-01,excluded
190,4,5701.3956,114027.912,2,2016-04-01,excluded
190,6,2959.5215,59190.42999999999,1,2016-04-01,excluded
190,7,5223.2404,65458.956999999995,3,2016-04-01,excluded
270,4,70380.3025,3424876.17,38,2016-04-01,excluded
270,6,13974.7213,429971.12999999995,8,2016-04-01,excluded
270,7,26587.8963,1189929.7282,12,2016-04-01,excluded
280,1,342.744,13709.760000000002,1,2016-04-01,excluded
280,2,1193.5638,46162.672,3,2016-04-01,excluded
280,4,22134.316300000002,1126173.7606,11,2016-04-01,excluded
280,5,3039.0659,106280.7564,3,2016-04-01,excluded
280,6,1115.8405,0.0,1,2016-04-01,excluded
280,7,23232.0449,986405.2319,14,2016-04-01,excluded
290,2,1731.5329,47179.155999999995,3,2016-04-01,excluded
290,3,2180.0190000000002,70566.0512,5,2016-04-01,excluded
290,4,96732.4497,3837895.4994,43,2016-04-01,excluded
290,6,14497.2759,556189.7815,7,2016-04-01,excluded
290,7,35997.7983,1008764.0924,16,2016-04-01,excluded
370,4,93813.1069,3956829.0857,46,2016-04-01,21
370,6,4389.5814,198767.45399999997,2,2016-04-01,21
380,4,55328.2032,2503459.4764,56,2016-04-01,21
390,4,36008.784999999996,1435165.7112,26,2016-04-01,21
390,7,547.2707,43781.656,1,2016-04-01,21
390,8,508.0012,40640.096,1,2016-04-01,21
470,1,273.1909,13113.163199999999,1,2016-04-01,21
470,4,135309.6511,6248912.3142,66,2016-04-01,21
470,6,986.0890999999999,12844.158,2,2016-04-01,21
490,1,1902.698,76107.92,1,2016-04-01,21
490,4,468977.9402,21245238.9198,252,2016-04-01,21
490,5,1611.11,64444.399999999994,1,2016-04-01,21
490,6,14126.063,550584.708,7,2016-04-01,21
490,7,10226.1268,508311.72349999996,5,2016-04-01,21
570,1,12287.693800000001,569324.282,5,2016-04-01,22
570,2,11188.1441,482868.101,5,2016-04-01,22
570,3,39329.8247,1608142.2895,16,2016-04-01,22
570,4,645088.4793,27886160.4335,264,2016-04-01,22
