census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,1,3387.4551,135498.204,1,2015-07-01,excluded
170,4,793272.8993,30852286.5025,321,2015-07-01,excluded
170,5,3206.0489,154904.1342,8,2015-07-01,excluded
170,6,104483.0647,4747541.7888,55,2015-07-01,excluded
170,7,447595.6308,18626187.7985,228,2015-07-01,excluded
170,8,23118.679,854081.196,10,2015-07-01,excluded
180,2,976.401,39056.03999999999,2,2015-07-01,excluded
180,4,380281.0692,15997674.0268,213,2015-07-01,excluded
180,5,2591.6747,80035.7114,4,2015-07-01,excluded
180,6,80301.4383,3931787.273,60,2015-07-01,excluded
180,7,356286.3168,16391501.8901,228,2015-07-01,excluded
180,8,11809.180100000001,453265.407,10,2015-07-01,excluded
190,1,29739.2564,1490512.3491,27,2015-07-01,excluded
190,2,6387.1401000000005,263077.07300000003,3,2015-07-01,excluded
190,3,2829.9914,113199.65599999999,1,2015-07-01,excluded
190,4,3836.6981,153467.924,1,2015-07-01,excluded
190,7,4869.1346,174579.23299999998,4,2015-07-01,excluded
270,4,68267.7049,2716473.8302,39,2015-07-01,excluded
270,6,10452.5299,313516.217,7,2015-07-01,excluded
270,7,8064.0893,269242.2868,10,2015-07-01,excluded
280,2,441.0245,16317.9065,1,2015-07-01,excluded
280,4,22051.7473,898889.3594,18,2015-07-01,excluded
280,5,1259.3346999999999,54609.303,3,2015-07-01,excluded
280,6,6695.4752,392295.794,2,2015-07-01,excluded
280,7,35047.3706,1337621.1985,27,2015-07-01,excluded
280,8,442.7536,13282.608,1,2015-07-01,excluded
290,1,2977.4449,72079.20499999999,5,2015-07-01,excluded
290,3,1104.0547,44162.188,2,2015-07-01,excluded
290,4,119713.6664,4616465.9102,52,2015-07-01,excluded
290,5,486.2168,17017.588,1,2015-07-01,excluded
290,6,20813.5559,812747.4059,9,2015-07-01,excluded
290,7,59427.3919,2786943.4092,30,2015-07-01,excluded
290,8,540.7942,13519.855000000001,1,2015-07-01,excluded
370,4,100759.6517,4087756.5308,54,2015-07-01,21
380,1,546.3933,21855.731999999996,1,2015-07-01,21
380,4,60337.3969,2758988.5588,60,2015-07-01,21
380,6,6220.526,226174.325,2,2015-07-01,21
380,7,3283.3895,131335.58000000002,1,2015-07-01,21
390,4,52372.9971,2566491.5316,28,2015-07-01,21
470,2,1821.9725,72878.90000000001,1,2015-07-01,21
470,4,104815.7763,4922986.9699,61,2015-07-01,21
470,6,2567.8015,115551.0675,1,2015-07-01,21
470,7,329.9011,0.0,1,2015-07-01,21
490,4,558306.9336,24766768.997,311,2015-07-01,21
490,6,13490.1983,622595.671,9,2015-07-01,21
490,7,19632.4061,657848.8641000001,10,2015-07-01,21
570,1,19272.198,883180.0816,9,2015-07-01,22
570,2,11329.7928,450990.1856,5,2015-07-01,22
570,3,48838.0732,1733860.4245,20,2015-07-01,22
570,4,529260.2401,22232664.342,231,2015-07-01,22
