census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,1,1756.9825,70279.3,1,2024-11-01,excluded
170,4,691448.7443,27276220.5617,229,2024-11-01,excluded
170,5,16775.3803,505986.263,6,2024-11-01,excluded
170,6,123904.89559999999,5137747.3752,49,2024-11-01,excluded
170,7,362869.532,12542622.1375,154,2024-11-01,excluded
170,8,16344.337300000001,424073.5925,5,2024-11-01,excluded
180,4,305598.0357,11358133.4387,131,2024-11-01,excluded
180,5,5400.2768,316543.331,2,2024-11-01,excluded
180,6,62119.5822,3128914.4642,33,2024-11-01,excluded
180,7,264628.5025,10208411.232,137,2024-11-01,excluded
180,8,13200.5422,245550.6495,5,2024-11-01,excluded
190,1,34840.8173,1081582.7645,18,2024-11-01,excluded
190,2,5042.5804,223858.69799999997,3,2024-11-01,excluded
190,6,801.624,16032.48,1,2024-11-01,excluded
190,7,8288.7946,109077.5655,2,2024-11-01,excluded
270,4,50384.1497,1959651.1077,16,2024-11-01,excluded
270,6,899.6455000000001,36893.9442,2,2024-11-01,excluded
270,7,11665.009100000001,480733.09,5,2024-11-01,excluded
280,2,2258.6943,94585.9206,2,2024-11-01,excluded
280,4,20056.7877,850654.2898,5,2024-11-01,excluded
280,6,13484.0079,572611.975,8,2024-11-01,excluded
280,7,9296.4347,94364.316,3,2024-11-01,excluded
290,1,3268.4293,143555.3054,3,2024-11-01,excluded
290,3,4196.4509,201429.6432,1,2024-11-01,excluded
290,4,87640.4027,3546598.5547,30,2024-11-01,excluded
290,6,17931.9983,635290.072,7,2024-11-01,excluded
290,7,28490.0485,1046124.1634999999,11,2024-11-01,excluded
370,4,87345.563,3626425.1254000003,31,2024-11-01,21
370,5,2826.3882,113055.52799999999,1,2024-11-01,21
370,6,792.3493,15846.985999999999,1,2024-11-01,21
370,7,2953.2629,44298.9435,1,2024-11-01,21
380,4,24651.5361,1168974.1987,37,2024-11-01,21
380,6,3013.6642,120546.568,1,2024-11-01,21
390,4,39352.5568,1885558.3993,14,2024-11-01,21
470,4,105429.85770000001,4850797.3052,37,2024-11-01,21
470,5,315.4691,12618.764000000001,1,2024-11-01,21
470,6,1195.8182,47832.727999999996,1,2024-11-01,21
490,1,628.2043,50256.344,1,2024-11-01,21
490,2,2808.3888,112335.55200000001,1,2024-11-01,21
490,4,317344.5237,15255137.2814,127,2024-11-01,21
490,5,827.6069,41380.345,1,2024-11-01,21
490,6,12215.4309,793116.0594,5,2024-11-01,21
490,7,6811.0692,249406.8365,8,2024-11-01,21
570,1,6510.6193,212203.8472,3,2024-11-01,22
570,2,5047.2357,201889.428,3,2024-11-01,22
570,3,31366.5527,1127787.8209,11,2024-11-01,22
570,4,666921.9102,27127000.8677,215,2024-11-01,22
570,5,18614.005,752274.3364,9,2024-11-01,22
570,6,10704.941299999999,405510.2245,3,2024-11-01,22
580,4,158098.8696,6488536.9799,46,2024-11-01,22
580,5,3532.0524,141282.096,1,2024-11-01,22
580,6,1262.1184,60581.6832,1,2024-11-01,22
590,2,4553.6363,182145.452,1,2024-11-01,22
590,3,10629.8167,393357.5576,5,2024-11-01,22
590,4,101533.39,4135882.7308,29,2024-11-01,22
590,5,5313.3947,212535.788,1,2024-11-01,22
590,7,361.3133,28905.064000000002,1,2024-11-01,22
670,1,782.7627,65752.0668,1,2024-11-01,22
670,2,43992.2674,1561801.1036,10,2024-11-01,22
670,3,87526.826,3600073.6392,26,2024-11-01,22
670,4,163865.2532,6839623.2469,51,2024-11-01,22
670,5,8838.785,356670.9403,2,2024-11-01,22
670,6,7404.5262,304515.5642,2,2024-11-01,22
680,2,2208.4224,88336.896,1,2024-11-01,22
680,3,70004.6629,2596179.5488,18,2024-11-01,22
680,4,18515.0564,751847.8472,6,2024-11-01,22
690,3,5242.4551,209698.204,1,2024-11-01,22
690,4,10780.339399999999,424437.48250000004,4,2024-11-01,22
770,1,61869.7767,2735268.5802,19,2024-11-01,23
770,2,96631.1773,3772925.0369,39,2024-11-01,23
770,3,167283.2879,6946316.1426,52,2024-11-01,23
770,4,8810209.617,347472801.2959,2541,2024-11-01,23
770,5,45688.6103,1540110.5618,17,2024-11-01,23
770,6,1171473.791,44662174.9339,347,2024-11-01,23
770,7,1597516.3492,51307988.6103,489,2024-11-01,23
770,8,15150.1214,506555.251,4,2024-11-01,23
1070,4,166285.0469,6906077.8443,47,2024-11-01,31-33
1070,7,4212.6574,84253.148,1,2024-11-01,31-33
1080,4,71255.7617,2760260.3984,23,2024-11-01,31-33
1080,6,4652.0915,176779.477,1,2024-11-01,31-33
1080,7,4076.3653,81527.306,1,2024-11-01,31-33
1090,4,129210.4237,5033064.5718,35,2024-11-01,31-33
1170,4,184112.4146,7558921.7562,59,2024-11-01,31-33
1170,5,6248.7415,249949.66,1,2024-11-01,31-33
1170,7,4131.0081,206550.405,1,2024-11-01,31-33
1180,4,407052.3828,15569282.5617,140,2024-11-01,31-33
