census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,4,845977.0011999999,29671994.6176,275,2023-07-01,excluded
170,5,9893.2644,418611.14599999995,3,2023-07-01,excluded
170,6,113291.8183,5265035.1119,47,2023-07-01,excluded
170,7,338850.2385,12120153.9492,154,2023-07-01,excluded
170,8,32257.6113,1030444.6422,9,2023-07-01,excluded
180,1,675.8639,40551.833999999995,1,2023-07-01,excluded
180,3,7290.4047,264510.81549999997,2,2023-07-01,excluded
180,4,318801.0911,12723663.8013,126,2023-07-01,excluded
180,5,9124.9955,246963.5802,4,2023-07-01,excluded
180,6,70986.5031,3932993.9126,35,2023-07-01,excluded
180,7,304069.2023,11512146.0193,132,2023-07-01,excluded
180,8,7911.3379,186670.7575,3,2023-07-01,excluded
190,1,33499.3038,1377927.954,17,2023-07-01,excluded
190,2,3141.6055,125664.22,2,2023-07-01,excluded
190,3,4314.2784,172571.136,2,2023-07-01,excluded
190,4,515.3948,20615.792,1,2023-07-01,excluded
190,5,4781.4152,172130.94720000002,1,2023-07-01,excluded
190,7,878.6527,4393.2635,1,2023-07-01,excluded
270,4,66983.4906,2710527.2619,25,2023-07-01,excluded
270,7,16072.807499999999,586385.1744,9,2023-07-01,excluded
280,4,28865.8823,821962.2744,10,2023-07-01,excluded
280,5,523.1758,0.0,1,2023-07-01,excluded
280,6,7460.4679,418759.2558,6,2023-07-01,excluded
280,7,8073.0289999999995,257647.1064,8,2023-07-01,excluded
290,1,8392.3908,647173.472,2,2023-07-01,excluded
290,3,3819.0612,146683.38749999998,2,2023-07-01,excluded
290,4,75103.2052,3059765.1632000003,30,2023-07-01,excluded
290,5,793.1992,31727.968,1,2023-07-01,excluded
290,6,15913.1207,504939.1152,4,2023-07-01,excluded
290,7,50386.2708,2127119.8327,13,2023-07-01,excluded
370,3,1602.3639,0.0,1,2023-07-01,21
370,4,62152.8524,3032130.2415,33,2023-07-01,21
370,6,1387.1815,24117.0075,2,2023-07-01,21
380,4,32636.8032,1288349.4854000001,27,2023-07-01,21
390,4,33011.1826,1468476.754,19,2023-07-01,21
470,4,78862.251,3414807.7199999997,33,2023-07-01,21
470,7,1142.1174,63091.373999999996,2,2023-07-01,21
490,2,1147.706,51646.77,1,2023-07-01,21
490,4,382965.761,16232558.8856,151,2023-07-01,21
