census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,2,6423.081099999999,256923.244,3,2010-12-01,excluded
170,3,562.5024,22500.095999999998,1,2010-12-01,excluded
170,4,453398.7176,17126842.688,193,2010-12-01,excluded
170,5,15694.9067,684887.2395,4,2010-12-01,excluded
170,6,69038.7144,2479564.801,40,2010-12-01,excluded
170,7,273983.1818,8051097.8629,170,2010-12-01,excluded
170,8,1105.2929,22105.858,1,2010-12-01,excluded
180,1,1922.1509,48053.7725,1,2010-12-01,excluded
180,2,734.5503,29382.012,1,2010-12-01,excluded
180,4,358409.1562,14931633.4984,190,2010-12-01,excluded
180,5,9758.7677,431178.02400000003,4,2010-12-01,excluded
180,6,75458.3001,3025139.0245,62,2010-12-01,excluded
180,7,369777.7838,14097951.8904,268,2010-12-01,excluded
180,8,20987.4707,582020.8775000001,8,2010-12-01,excluded
190,1,13504.5275,469729.3628,9,2010-12-01,excluded
190,2,3123.1630999999998,136228.93949999998,2,2010-12-01,excluded
190,3,3195.2567,127810.268,1,2010-12-01,excluded
190,4,12850.535,426015.7039,4,2010-12-01,excluded
190,7,5906.402700000001,127030.28520000001,3,2010-12-01,excluded
270,4,83642.8208,3449663.6531,42,2010-12-01,excluded
270,6,5341.5453,250283.845,3,2010-12-01,excluded
270,7,22913.2722,680432.4602,12,2010-12-01,excluded
280,2,1851.6987,74067.948,1,2010-12-01,excluded
280,4,10173.0103,334965.7535,7,2010-12-01,excluded
280,5,680.5502,27222.008,1,2010-12-01,excluded
280,6,7364.4767,126445.50940000001,5,2010-12-01,excluded
280,7,12425.1813,488722.36120000004,8,2010-12-01,excluded
290,1,663.9134,25228.7092,1,2010-12-01,excluded
290,2,304.8335,12193.34,1,2010-12-01,excluded
290,3,290.9721,581.9442,1,2010-12-01,excluded
290,4,126385.1682,4393690.7571,60,2010-12-01,excluded
290,5,5836.9805,207963.856,3,2010-12-01,excluded
290,6,28221.1456,1262479.5844999999,12,2010-12-01,excluded
290,7,34951.3993,747686.1202,16,2010-12-01,excluded
370,4,78246.4439,3427486.7953,38,2010-12-01,21
370,6,1538.2558,0.0,1,2010-12-01,21
370,7,5317.7235,212708.94,2,2010-12-01,21
