census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,1,2023.7049,200346.7851,1,2021-02-01,excluded
170,4,655435.3008,23859522.0661,235,2021-02-01,excluded
170,5,3284.6787,131387.148,1,2021-02-01,excluded
170,6,86526.2939,3458584.1568,39,2021-02-01,excluded
170,7,238776.039,7247017.0145000005,122,2021-02-01,excluded
170,8,15199.5249,689549.1318,6,2021-02-01,excluded
180,2,786.0747,31442.988,1,2021-02-01,excluded
180,4,370393.601,15955299.1353,163,2021-02-01,excluded
180,5,3881.4555,27367.905000000002,2,2021-02-01,excluded
180,6,79478.5883,3586521.8813,58,2021-02-01,excluded
180,7,350651.1446,13667273.2383,197,2021-02-01,excluded
180,8,43566.324199999995,1730788.2706,16,2021-02-01,excluded
190,1,23762.4942,995012.5085,18,2021-02-01,excluded
190,4,13125.4197,588847.3890000001,4,2021-02-01,excluded
190,7,11709.0603,197367.25799999997,4,2021-02-01,excluded
270,4,51527.5127,1836120.4953,18,2021-02-01,excluded
270,6,7766.4533,393137.59,3,2021-02-01,excluded
270,7,15492.3145,313329.9693,10,2021-02-01,excluded
280,2,461.9397,18477.588,1,2021-02-01,excluded
280,4,11317.822,454469.0112,7,2021-02-01,excluded
280,5,2871.7144,114868.576,1,2021-02-01,excluded
280,6,691.1747,27646.988,1,2021-02-01,excluded
280,7,25645.9198,400886.3966,15,2021-02-01,excluded
290,1,6787.4835,217199.472,2,2021-02-01,excluded
290,4,114577.3812,4118862.8041,37,2021-02-01,excluded
290,5,8564.4247,284068.301,2,2021-02-01,excluded
290,6,5104.7403,330068.92949999997,2,2021-02-01,excluded
290,7,32332.951399999998,1128136.5807999999,16,2021-02-01,excluded
370,4,82927.0094,3133454.1268,32,2021-02-01,21
370,6,1534.4743,128895.84120000001,1,2021-02-01,21
380,4,62697.9899,3003839.6168,47,2021-02-01,21
390,4,24455.1059,1166555.189,11,2021-02-01,21
470,4,61815.0374,2166599.6439,27,2021-02-01,21
490,4,305569.5595,13106382.7512,149,2021-02-01,21
490,5,343.7407,13749.628,1,2021-02-01,21
490,6,13832.9726,822652.1059999999,8,2021-02-01,21
490,7,407.6314,0.0,1,2021-02-01,21
570,1,20386.6856,858170.5745999999,7,2021-02-01,22
570,2,8989.1471,360465.2877,4,2021-02-01,22
570,3,31783.4634,1242681.6844000001,12,2021-02-01,22
570,4,598958.1737,24704200.6473,209,2021-02-01,22
570,5,32709.297,1381404.1103,16,2021-02-01,22
570,6,3270.7927,130831.708,1,2021-02-01,22
580,3,7649.6608,305986.43200000003,2,2021-02-01,22
580,4,105059.7305,4477820.6289,41,2021-02-01,22
580,5,418.0194,16720.776,1,2021-02-01,22
590,3,18616.3436,748453.9484,7,2021-02-01,22
590,4,81247.9428,3426353.556,25,2021-02-01,22
590,5,516.7604,24287.7388,1,2021-02-01,22
590,7,6391.7092,255668.36800000002,1,2021-02-01,22
670,1,808.9124,32356.496000000003,1,2021-02-01,22
670,2,20788.823,821586.2808000001,9,2021-02-01,22
670,3,133969.4916,5073670.4109000005,47,2021-02-01,22
670,4,90007.3128,3496511.5271,31,2021-02-01,22
670,6,16253.1472,522382.4608,5,2021-02-01,22
670,7,3621.1578,181057.88999999998,1,2021-02-01,22
680,1,5797.6693,238254.8065,2,2021-02-01,22
680,2,3149.0414,15745.207,1,2021-02-01,22
680,3,78717.6366,3216328.2688,26,2021-02-01,22
680,4,38063.8847,1577127.6612,9,2021-02-01,22
680,6,6573.0206,262920.82399999996,2,2021-02-01,22
690,1,1313.0058,31512.139199999998,1,2021-02-01,22
690,2,4035.0583,161402.332,1,2021-02-01,22
690,3,8604.6547,344186.18799999997,2,2021-02-01,22
690,4,8112.705,324508.19999999995,2,2021-02-01,22
690,5,2308.4368,92337.472,1,2021-02-01,22
770,1,48881.7723,1989933.9438,22,2021-02-01,23
770,2,107209.4005,5027383.5512,48,2021-02-01,23
770,3,212782.6001,8696367.8079,86,2021-02-01,23
770,4,7750910.7665,289959171.1867,2468,2021-02-01,23
770,5,27002.546299999998,824468.7954000001,12,2021-02-01,23
770,6,927534.4642,34782869.5433,344,2021-02-01,23
770,7,1738786.6302,52708979.702,573,2021-02-01,23
770,8,9635.1744,235938.9864,2,2021-02-01,23
1070,2,3282.8546,121465.6202,1,2021-02-01,31-33
1070,4,162513.7762,6412492.921,53,2021-02-01,31-33
1080,4,54129.685,1722568.6308,21,2021-02-01,31-33
1080,5,713.2735,34237.128,1,2021-02-01,31-33
1080,6,3788.6331,151545.324,1,2021-02-01,31-33
1090,4,129844.7121,5543589.5261,48,2021-02-01,31-33
1170,4,118438.3539,5171898.6026,51,2021-02-01,31-33
1180,1,1231.2101,49248.404,1,2021-02-01,31-33
1180,4,482127.6513,18979012.0756,178,2021-02-01,31-33
1180,6,4079.8286000000003,147916.25600000002,2,2021-02-01,31-33
1180,7,7112.0207,325027.61,2,2021-02-01,31-33
1190,4,180859.4535,6146819.7318,55,2021-02-01,31-33
1190,6,14802.905200000001,408673.2275,3,2021-02-01,31-33
1190,7,8215.327099999999,127710.57449999999,5,2021-02-01,31-33
1270,4,196592.6674,7645032.4713,58,2021-02-01,31-33
1270,6,8528.0306,374408.988,3,2021-02-01,31-33
1280,4,198298.1272,7656478.7828,65,2021-02-01,31-33
1280,7,1832.8004,54984.012,1,2021-02-01,31-33
1290,4,63929.114,2680490.537,21,2021-02-01,31-33
1290,5,3957.9201,138527.2035,1,2021-02-01,31-33
1370,4,275686.8796,10876645.106,82,2021-02-01,31-33
1370,6,4806.0854,192243.416,1,2021-02-01,31-33
1370,7,3652.2049,182610.245,1,2021-02-01,31-33
1390,4,15111.682,657723.487,4,2021-02-01,31-33
1470,4,5723.0062,228920.248,1,2021-02-01,31-33
1480,4,49304.3368,1902817.7466,24,2021-02-01,31-33
1480,5,967.2178,38688.712,1,2021-02-01,31-33
1480,7,2705.3135,108212.54000000001,1,2021-02-01,31-33
1490,4,7589.186,303567.43999999994,2,2021-02-01,31-33
1570,4,36570.7238,1497026.3625,11,2021-02-01,31-33
1590,4,46688.0427,1656475.6369,16,2021-02-01,31-33
1590,6,4309.5995,136171.415,3,2021-02-01,31-33
1590,7,5929.9786,159432.094,2,2021-02-01,31-33
1670,4,11801.1376,488266.14800000004,3,2021-02-01,31-33
1691,4,208857.1589,7724682.848900001,56,2021-02-01,31-33
1691,6,13063.8497,579793.49,3,2021-02-01,31-33
1691,7,9742.2368,105328.155,2,2021-02-01,31-33
1770,4,35535.587,1537344.386,10,2021-02-01,31-33
1790,4,12856.9068,521112.31499999994,4,2021-02-01,31-33
1790,7,3496.6516,0.0,1,2021-02-01,31-33
1870,4,225168.5587,9920772.1546,79,2021-02-01,31-33
1870,5,3721.2842,148851.36800000002,1,2021-02-01,31-33
1870,6,1061.6163,42464.651999999995,1,2021-02-01,31-33
1880,4,116154.4866,4807389.9239,38,2021-02-01,31-33
1890,4,83226.0375,3417079.3918,25,2021-02-01,31-33
1990,1,3811.9824,121983.4368,1,2021-02-01,31-33
1990,4,341144.4317,13044939.6628,106,2021-02-01,31-33
1990,6,48304.9214,2076927.3945,14,2021-02-01,31-33
1990,7,7823.0847,406394.46349999995,4,2021-02-01,31-33
2070,4,188724.894,8528776.6594,60,2021-02-01,31-33
2090,4,17371.2571,629363.7698,7,2021-02-01,31-33
2170,2,6705.2581,194452.4849,1,2021-02-01,31-33
2170,4,154934.0333,6580941.2167,45,2021-02-01,31-33
2180,4,36040.4188,1511388.5026,14,2021-02-01,31-33
2190,4,647151.5037,26298707.3951,185,2021-02-01,31-33
2190,5,4378.8056,175152.224,1,2021-02-01,31-33
2190,6,11685.7673,468453.982,3,2021-02-01,31-33
2270,4,48076.3615,1866721.6092,15,2021-02-01,31-33
2280,4,137403.6825,5353163.1914,40,2021-02-01,31-33
2280,6,5176.165499999999,202139.131,2,2021-02-01,31-33
2280,7,11084.8254,178892.332,3,2021-02-01,31-33
2290,2,626.3185,25052.739999999998,1,2021-02-01,31-33
2290,4,368883.8214,15023754.56,119,2021-02-01,31-33
2290,5,2685.8494,128920.7712,1,2021-02-01,31-33
2290,7,10665.0759,398451.5135,3,2021-02-01,31-33
2370,4,363459.8508,14525363.8419,114,2021-02-01,31-33
2380,4,56025.1625,2552752.8671999997,17,2021-02-01,31-33
2390,4,31186.9128,1323351.4605,10,2021-02-01,31-33
2470,4,25214.4946,801971.3465,6,2021-02-01,31-33
2470,6,360.0156,7200.312,1,2021-02-01,31-33
2480,4,27917.2114,790325.6631,8,2021-02-01,31-33
2480,6,4064.5077,203225.385,1,2021-02-01,31-33
2490,4,145761.1449,5507421.1466,42,2021-02-01,31-33
2490,6,5931.1912,39452.2996,4,2021-02-01,31-33
2570,4,146384.9035,6103534.075999999,51,2021-02-01,31-33
2570,6,2616.8677,104674.708,2,2021-02-01,31-33
2570,7,6755.21,24122.464,2,2021-02-01,31-33
2590,4,60786.923800000004,2582247.5399,21,2021-02-01,31-33
2590,6,3560.3272,124611.452,1,2021-02-01,31-33
2670,4,217931.7122,8861416.8842,69,2021-02-01,31-33
2670,6,3593.1613,215589.678,1,2021-02-01,31-33
2680,4,89694.3901,3799929.7361,29,2021-02-01,31-33
2690,4,30657.554,1354226.9674,13,2021-02-01,31-33
2770,4,38356.080799999996,1465386.5093999999,15,2021-02-01,31-33
2780,1,5969.3441,238773.76400000002,1,2021-02-01,31-33
2780,4,22745.770800000002,845358.473,8,2021-02-01,31-33
2790,4,41390.0745,1543720.8138000001,12,2021-02-01,31-33
2870,1,830.2517,33210.068,1,2021-02-01,31-33
2870,3,4038.2313,161529.252,1,2021-02-01,31-33
2870,4,373397.8754,14985959.4193,127,2021-02-01,31-33
2870,6,13407.4065,508880.473,6,2021-02-01,31-33
2870,7,3235.6031000000003,58109.804000000004,2,2021-02-01,31-33
2880,4,235523.6925,9059197.0205,79,2021-02-01,31-33
2880,6,7802.0342,265062.41709999996,4,2021-02-01,31-33
2880,7,12018.7386,369881.3609,5,2021-02-01,31-33
2890,4,75560.2693,2757685.9449,21,2021-02-01,31-33
2890,7,4453.5842,46597.72,2,2021-02-01,31-33
2970,1,7431.9685,311800.11470000003,2,2021-02-01,31-33
2970,4,28014.6663,1127337.0308,17,2021-02-01,31-33
2970,6,2097.8354,41956.708,1,2021-02-01,31-33
2980,1,6478.8033,259152.132,2,2021-02-01,31-33
2980,4,253324.2502,10386322.1227,84,2021-02-01,31-33
2980,6,12170.3925,454940.66240000003,4,2021-02-01,31-33
2980,7,4031.9997000000003,200563.196,2,2021-02-01,31-33
2990,4,23146.9768,1006412.502,6,2021-02-01,31-33
2990,7,4661.4473,37291.5784,1,2021-02-01,31-33
3070,4,93563.5948,3819097.3409,43,2021-02-01,31-33
3070,6,3512.0393,90612.28,3,2021-02-01,31-33
3080,4,128294.778,4866070.5725,48,2021-02-01,31-33
3095,4,69926.426,2903277.059,20,2021-02-01,31-33
3170,4,104652.504,4296766.5771,31,2021-02-01,31-33
3180,4,50381.9632,2118710.801,15,2021-02-01,31-33
3291,2,3568.8535,142754.14,1,2021-02-01,31-33
3291,3,7230.1751,289207.004,2,2021-02-01,31-33
3291,4,666228.9641,27886070.6324,209,2021-02-01,31-33
3291,5,1939.284,77571.36,2,2021-02-01,31-33
3291,6,1722.7342,94750.38100000001,1,2021-02-01,31-33
3291,7,3560.9782,178048.91,1,2021-02-01,31-33
3365,4,127419.8327,5171738.8878,44,2021-02-01,31-33
3365,7,4465.8941,116113.24660000001,1,2021-02-01,31-33
3370,4,63372.2083,2581018.6914,20,2021-02-01,31-33
3370,5,4581.4487,219909.53759999998,1,2021-02-01,31-33
3380,4,188850.2787,7725160.0445,60,2021-02-01,31-33
3380,7,3328.7612,199725.672,1,2021-02-01,31-33
3390,1,4576.2292,183049.168,2,2021-02-01,31-33
3390,4,666577.6712,27083126.5318,214,2021-02-01,31-33
3390,6,7877.8876,189902.88,2,2021-02-01,31-33
3390,7,3700.232,7400.464,1,2021-02-01,31-33
3390,8,3555.5037,71110.07400000001,1,2021-02-01,31-33
3470,4,53754.5932,2336728.7667,16,2021-02-01,31-33
3490,4,309497.9743,12354475.678199999,96,2021-02-01,31-33
3490,7,460.9784,39183.164000000004,1,2021-02-01,31-33
3570,4,1337403.7006,54551901.6223,394,2021-02-01,31-33
3570,6,12068.89,382560.2059,3,2021-02-01,31-33
3570,7,7051.4126,368106.429,2,2021-02-01,31-33
3580,1,22495.654300000002,817845.6369,7,2021-02-01,31-33
3580,4,755315.7007,30622294.4738,246,2021-02-01,31-33
3580,6,3252.6312,219794.011,2,2021-02-01,31-33
3580,7,8004.3171999999995,232135.96839999998,3,2021-02-01,31-33
3590,1,5711.6799,139233.987,2,2021-02-01,31-33
3590,4,70898.6146,2879049.3497,29,2021-02-01,31-33
3590,6,3710.9392,278320.44,1,2021-02-01,31-33
3670,4,34894.9691,1715884.0931,10,2021-02-01,31-33
3680,1,23083.2479,957167.4257,9,2021-02-01,31-33
3680,3,3903.929,234235.74,1,2021-02-01,31-33
3680,4,176421.66389999999,7376333.8776,68,2021-02-01,31-33
3680,6,3094.3021,139243.5945,1,2021-02-01,31-33
3680,7,3428.4307,171421.535,1,2021-02-01,31-33
3690,4,35726.8023,1464216.8864,8,2021-02-01,31-33
3690,7,11624.324999999999,250996.52999999997,3,2021-02-01,31-33
3770,4,148593.60139999999,6856684.2014,56,2021-02-01,31-33
3770,6,3264.957,105269.6872,3,2021-02-01,31-33
3780,4,19315.2278,877208.8341,10,2021-02-01,31-33
3790,4,25587.5774,1033579.2842,7,2021-02-01,31-33
3875,4,260938.6018,10395876.3892,84,2021-02-01,31-33
3875,6,14470.9792,533507.528,5,2021-02-01,31-33
3875,7,16343.9241,682793.4586,7,2021-02-01,31-33
3895,4,338723.8121,12925976.7268,117,2021-02-01,31-33
3895,6,9571.7985,260673.8135,4,2021-02-01,31-33
