census_industry,class_of_worker,employed_persons,actual_weekly_hours,sample_persons,date,naics
170,1,2811.4768,112459.072,2,2008-04-01,excluded
170,4,511316.9846,20789718.1131,235,2008-04-01,excluded
170,6,70275.9882,2935618.523,41,2008-04-01,excluded
170,7,337968.8331,12845865.7763,198,2008-04-01,excluded
170,8,1807.3055,50604.554,1,2008-04-01,excluded
180,2,2190.3367,87613.468,2,2008-04-01,excluded
180,4,331914.2518,14144305.6445,187,2008-04-01,excluded
180,5,10639.8873,375411.2852,8,2008-04-01,excluded
180,6,59038.5448,2357938.7469,38,2008-04-01,excluded
180,7,420616.5117,18555654.8143,325,2008-04-01,excluded
180,8,29087.533,1550982.3078,12,2008-04-01,excluded
190,1,22702.432,860873.8486,17,2008-04-01,excluded
190,2,4846.0778,193843.11200000002,4,2008-04-01,excluded
190,3,1543.758,61750.32,1,2008-04-01,excluded
190,4,8461.7085,314628.3338,5,2008-04-01,excluded
190,7,5054.423,75816.345,2,2008-04-01,excluded
270,4,56849.9507,2445521.0795,31,2008-04-01,excluded
270,6,3318.558,165927.9,1,2008-04-01,excluded
270,7,16312.603,600647.7928,19,2008-04-01,excluded
280,1,3499.6642,172999.6364,2,2008-04-01,excluded
280,2,5415.2721,204913.48500000002,2,2008-04-01,excluded
280,4,13193.3386,301614.2034,8,2008-04-01,excluded
280,5,736.6603,23573.1296,1,2008-04-01,excluded
280,6,8353.0252,275409.70399999997,4,2008-04-01,excluded
280,7,26322.7458,947211.6688999999,29,2008-04-01,excluded
290,3,5967.5914999999995,225320.68759999998,3,2008-04-01,excluded
290,4,61492.3635,2419955.5195,27,2008-04-01,excluded
290,5,2230.9481,89237.924,2,2008-04-01,excluded
290,6,15900.5668,594503.5941,9,2008-04-01,excluded
290,7,33902.3367,1450954.5177,20,2008-04-01,excluded
370,1,415.4593,16618.372,1,2008-04-01,21
370,4,56133.6822,2550344.9318,34,2008-04-01,21
370,6,492.2435,29534.61,1,2008-04-01,21
370,7,336.4563,0.0,1,2008-04-01,21
